channel_name,category,Sub-category,Customer Remarks,Issue_reported at,issue_responded,Survey_response_Date,Customer_City,Product_category,Item_price,Tenure Bucket,Agent Shift,CSAT Score
Inbound,Returns,Service Centres Related,Costomer care support bhaut hi aacha hai,2023-08-06 08:13:00,2023-08-06 08:14:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 09:49:00,2023-08-06 09:51:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Outcall,Returns,Return request,No Remark,2023-08-05 13:29:00,2023-08-05 13:33:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Priority delivery,If someone needs something urgent you should make policies for them. ,2023-08-05 19:15:00,2023-08-05 19:17:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,1
Inbound,Returns,Service Centres Related,No Remark,2023-08-05 20:09:00,2023-08-06 17:19:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,1
Inbound,Order Related,Priority delivery,She very simplely talking skills very good communication skills. i simple understand her languag,2023-08-05 22:48:00,2023-08-06 06:19:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-06 06:34:00,2023-08-06 06:38:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Payments related,Online Payment Issues,No Remark,2023-08-06 12:00:00,2023-08-06 12:01:00,2023-08-06,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-06 14:21:00,2023-08-06 14:26:00,2023-08-06,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-05 21:48:00,2023-08-05 21:51:00,2023-08-05,SIKANDRA,LifeStyle,599.0,31-60,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-05 14:36:00,2023-08-05 16:32:00,2023-08-05,PATNA,Books & General merchandise,186.0,On Job Training,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 06:41:00,2023-08-05 07:14:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Returns,Missing,Good ,2023-08-05 21:10:00,2023-08-05 21:40:00,2023-08-05,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Order Related,Delayed,igffdjffgvd TMC cejd,2023-08-05 17:53:00,2023-08-05 17:53:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Cancellation,Return cancellation,Nice ,2023-08-06 11:50:00,2023-08-06 12:00:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Returns,Return request,Please make sure the sellers don't fool the customers.,2023-08-06 22:30:00,2023-08-06 22:35:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-04 17:48:00,2023-08-05 16:01:00,2023-08-05,KUCHAMAN CITY,Electronics,397.0,0-30,Evening,3
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 09:11:00,2023-08-05 14:42:00,2023-08-05,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Cancellation,Not Needed,No Remark,2023-08-05 14:40:00,2023-08-05 14:41:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 06:59:00,2023-08-06 07:02:00,2023-08-06,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Order Related,Invoice request,Thanks Shopzilla ,2023-08-06 08:26:00,2023-08-06 08:28:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Returns,Return request,No Remark,2023-08-06 14:08:00,2023-08-06 15:04:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Shopzilla Related,Shopzila Premium Related,Gud by staff,2023-08-06 07:00:00,2023-08-06 07:07:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,5
Outcall,Order Related,Order status enquiry,All are good,2023-08-06 13:30:00,2023-08-06 13:32:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-05 10:07:00,2023-08-05 10:28:00,2023-08-05,DAUSA,Electronics,4969.0,0-30,Morning,4
Inbound,Product Queries,Product Specific Information,Good,2023-08-05 09:54:00,2023-08-05 10:02:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,5
Outcall,Returns,Return request,No Remark,2023-08-05 10:37:00,2023-08-05 10:41:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-05 11:15:00,2023-08-05 11:18:00,2023-08-05,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,I talked to someone yesterday also regarding my issue but she said it will be resolved & I will get the update but I didn't receive anything.Today also I talked to another one she was quite good to listen & understand my issue & promised to help. I am waiting for this resolution. . ,2023-08-06 07:53:00,2023-08-06 08:04:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Order Related,Seller Cancelled Order,No Remark,2023-08-06 12:02:00,2023-08-06 12:05:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Returns,Service Centres Related,Good,2023-08-06 15:50:00,2023-08-06 15:57:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-06 18:51:00,2023-08-06 18:53:00,2023-08-06,Unknown,Unknown,979.0,61-90,Evening,4
Inbound,Returns,Damaged,Very good ,2023-08-06 14:36:00,2023-08-06 14:38:00,2023-08-06,W26,Mobile,10499.0,31-60,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-05 14:28:00,2023-08-05 14:32:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Payments related,Payment related Queries,No Remark,2023-08-06 15:36:00,2023-08-06 15:40:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 19:02:00,2023-08-06 20:07:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-04 21:15:00,2023-08-05 14:46:00,2023-08-05,KOLKATA,Home,2599.0,0-30,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,Good ,2023-08-05 09:21:00,2023-08-05 09:22:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 15:53:00,2023-08-05 15:53:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-05 23:35:00,2023-08-05 23:41:00,2023-08-05,Unknown,Unknown,979.0,61-90,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 12:14:00,2023-08-06 12:15:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Inbound,App/website,Issues with Shopzilla App,No Remark,2023-08-06 13:11:00,2023-08-06 15:07:00,2023-08-06,Unknown,Unknown,979.0,31-60,Morning,5
Outcall,Returns,Return request,No Remark,2023-08-06 19:04:00,2023-08-06 19:49:00,2023-08-06,Unknown,Unknown,979.0,61-90,Evening,3
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 21:32:00,2023-08-06 21:33:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Inbound,Returns,Damaged,No Remark,2023-08-06 23:27:00,2023-08-06 23:28:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-04 20:16:00,2023-08-05 11:08:00,2023-08-05,MUMBAI,LifeStyle,265.0,On Job Training,Evening,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 08:05:00,2023-08-05 08:06:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Returns,Wrong,good,2023-08-05 10:39:00,2023-08-05 11:06:00,2023-08-05,AGARTALA,Books & General merchandise,4999.0,>90,Morning,5
Inbound,Order Related,Installation/demo,No Remark,2023-08-05 10:09:00,2023-08-05 10:44:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,Mera product change kar dijiye,2023-08-05 16:16:00,2023-08-05 16:18:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-05 17:36:00,2023-08-05 18:06:00,2023-08-05,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-06 19:21:00,2023-08-06 19:25:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Inbound,Order Related,Delayed,Mera product abhi tak nhi mila hai.,2023-08-06 12:53:00,2023-08-06 12:57:00,2023-08-06,ITANAGAR,LifeStyle,289.0,On Job Training,Morning,1
Inbound,Payments related,Payment related Queries,?? good,2023-08-05 11:53:00,2023-08-05 11:59:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,Let me know more  on you refund policies.,2023-08-05 11:57:00,2023-08-05 15:30:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,3
Inbound,Returns,Return request,Please reduce the time to resolve the issue related to bad item of any seller ,2023-08-05 16:05:00,2023-08-05 16:29:00,2023-08-05,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Payments related,Online Payment Issues,"  messaging option, really very irritating for grown ups like me. When help is required for any issue it's convenient to talk to someone and explain the matter rather than texting and getting automated replies. And regarding my orders, I want everything that I've ordered as I've done half the payment of total amount. I was told to wait until 10th August. Fine, I'll wait but I want each and every thing. I won't take any excuses from Shopzilla. That's it.",2023-08-05 20:26:00,2023-08-05 20:26:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Product Queries,Product Specific Information,As promised no cashback credited to my account ,2023-08-06 22:31:00,2023-08-06 22:37:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,1
Inbound,Returns,Missing,Thanks ??,2023-08-05 07:22:00,2023-08-05 07:24:00,2023-08-05,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-05 13:53:00,2023-08-05 13:54:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Order Related,Invoice request,Good,2023-08-05 16:06:00,2023-08-05 16:09:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 18:35:00,2023-08-06 18:36:00,2023-08-06,Unknown,Unknown,979.0,0-30,Evening,4
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-06 19:32:00,2023-08-06 19:33:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Evening,5
Outcall,Order Related,Order status enquiry,The executive is highly appriciated. Thank you so much!,2023-08-06 22:57:00,2023-08-06 23:16:00,2023-08-06,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 12:26:00,2023-08-06 12:29:00,2023-08-06,SAHARSA,LifeStyle,499.0,>90,Morning,4
Outcall,Returns,Wrong,No Remark,2023-08-05 12:47:00,2023-08-05 12:48:00,2023-08-05,FARRUKHABAD,Electronics,1249.0,>90,Morning,5
Inbound,Cancellation,Not Needed,my issues still not resolved ,2023-08-05 13:35:00,2023-08-05 15:04:00,2023-08-05,Unknown,Unknown,979.0,31-60,Morning,1
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-05 13:28:00,2023-08-05 13:29:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Nice to talk to her very cooperative ,2023-08-05 20:52:00,2023-08-05 20:55:00,2023-08-05,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 20:10:00,2023-08-06 20:14:00,2023-08-06,Unknown,Unknown,979.0,>90,Afternoon,4
Inbound,Order Related,Order status enquiry,They help very well in my problem,2023-08-05 12:23:00,2023-08-05 12:25:00,2023-08-05,BARAMATI,Electronics,999.0,31-60,Morning,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 11:44:00,2023-08-05 11:44:00,2023-08-05,Unknown,Unknown,979.0,31-60,Morning,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-05 20:04:00,2023-08-05 20:18:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-05 23:38:00,2023-08-06 00:05:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Order Related,Invoice request,No Remark,2023-08-06 14:15:00,2023-08-06 22:09:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Evening,2
Email,Order Related,Delayed,No Remark,2023-08-05 11:07:00,2023-08-05 14:14:00,2023-08-05,AHMEDABAD,Mobile,32999.0,On Job Training,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 09:01:00,2023-08-05 09:10:00,2023-08-05,BULDHANA,Electronics,4749.0,>90,Morning,1
Inbound,Returns,Missing,No Remark,2023-08-05 13:34:00,2023-08-05 13:42:00,2023-08-05,PATNA,Electronics,349.0,>90,Afternoon,5
Inbound,Returns,Service Centres Related,No Remark,2023-08-05 10:15:00,2023-08-06 20:48:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Order Related,Priority delivery,No Remark,2023-08-05 20:30:00,2023-08-05 20:32:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Product Queries,Product Specific Information,Make sure the product customer order reach same as they want ,2023-08-06 09:37:00,2023-08-06 09:40:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Returns,Damaged,No Remark,2023-08-06 15:26:00,2023-08-06 15:44:00,2023-08-06,Unknown,Unknown,979.0,>90,Night,5
Inbound,Returns,Reverse Pickup Enquiry,No,2023-08-06 18:01:00,2023-08-06 18:07:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Inbound,Cancellation,Not Needed,Good,2023-08-04 22:25:00,2023-08-05 04:15:00,2023-08-05,HYDERABAD,Books & General merchandise,223.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Nice  sir,2023-08-05 17:07:00,2023-08-05 17:09:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Order Related,Invoice request,No Remark,2023-08-06 01:56:00,2023-08-06 01:58:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Priority delivery,No Remark,2023-08-06 17:26:00,2023-08-06 17:26:00,2023-08-06,Unknown,Unknown,979.0,31-60,Afternoon,4
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-06 18:43:00,2023-08-06 18:51:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-04 11:06:00,2023-08-05 15:40:00,2023-08-05,NEEMRANA,Electronics,1899.0,0-30,Morning,3
Inbound,Order Related,Order status enquiry,Bahat help hua thanks Shopzilla ,2023-08-05 09:13:00,2023-08-05 09:15:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-06 09:43:00,2023-08-06 09:43:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,5
Outcall,Returns,Return request,No Remark,2023-08-05 16:52:00,2023-08-05 16:55:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Order Related,Invoice request,No Remark,2023-08-06 14:44:00,2023-08-06 14:46:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 23:15:00,2023-08-06 23:34:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,Received different model. Unable to return the same. Complete fraud by Shopzilla,2023-08-06 00:44:00,2023-08-06 00:46:00,2023-08-06,NORTH LAKHIMPUR,Home Appliences,18999.0,0-30,Morning,1
Inbound,Shopzilla Related,Signup Issues,No Remark,2023-08-05 23:01:00,2023-08-05 23:05:00,2023-08-05,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-06 10:45:00,2023-08-06 11:04:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,2
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 13:47:00,2023-08-06 13:49:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Offers & Cashback,Other Cashback,Improve ur customer executive quality. They don't have product update n will repeat same thing again n again. Instead of helping to understand problem. They will just say sorry for inconvenience cause to uu,2023-08-06 16:34:00,2023-08-06 19:27:00,2023-08-06,MUMBAI,Mobile,18999.0,>90,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,  aurangpur,2023-08-06 11:11:00,2023-08-06 11:15:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Payments related,Payment related Queries,No Remark,2023-08-06 20:42:00,2023-08-06 20:42:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Shopzilla Related,Shopzilla Rewards,No Remark,2023-08-06 00:42:00,2023-08-06 00:42:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,4
Inbound,Returns,Return request,No Remark,2023-08-06 12:26:00,2023-08-06 12:39:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Refund Related,Refund Related Issues,Very good ,2023-08-05 09:52:00,2023-08-05 09:56:00,2023-08-05,JAHANABAD,Books & General merchandise,288.0,>90,Morning,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-06 18:33:00,2023-08-06 18:35:00,2023-08-06,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Returns,Fraudulent User,No Remark,2023-08-05 12:59:00,2023-08-05 13:13:00,2023-08-05,SARAN,Electronics,399.0,31-60,Morning,5
Inbound,Returns,Return request,No Remark,2023-08-04 23:36:00,2023-08-06 12:11:00,2023-08-06,KEKRI,LifeStyle,1114.0,0-30,Evening,5
Inbound,Refund Related,Refund Enquiry,Lovely person ,2023-08-05 20:49:00,2023-08-05 20:52:00,2023-08-05,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-06 17:12:00,2023-08-06 17:12:00,2023-08-06,Unknown,Unknown,979.0,>90,Afternoon,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 12:16:00,2023-08-06 18:20:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 15:45:00,2023-08-06 16:34:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Evening,1
Inbound,Returns,Fraudulent User,Love it ,2023-08-06 20:38:00,2023-08-06 20:46:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,5
Email,Returns,Service Centres Related,No Remark,2023-08-05 13:38:00,2023-08-05 13:49:00,2023-08-05,DHAKA,Mobile,29999.0,61-90,Morning,5
Outcall,Returns,Return request,Please check before delivering a product. I received an empty box of honey!,2023-08-06 17:13:00,2023-08-06 17:19:00,2023-08-06,BARDHAMAN,Books & General merchandise,261.0,31-60,Evening,4
Inbound,Refund Related,Refund Enquiry,No Remark,2023-08-05 14:38:00,2023-08-05 14:39:00,2023-08-05,HAZARIBAGH,LifeStyle,1691.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 13:44:00,2023-08-06 13:45:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-05 16:37:00,2023-08-05 16:37:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-05 21:03:00,2023-08-05 21:05:00,2023-08-05,Unknown,Unknown,979.0,>90,Evening,4
Inbound,Payments related,Payment related Queries,No Remark,2023-08-05 21:47:00,2023-08-05 22:46:00,2023-08-05,Unknown,Unknown,979.0,0-30,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 15:54:00,2023-08-06 15:58:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Refund Related,Refund Enquiry,Good,2023-08-05 13:11:00,2023-08-05 13:18:00,2023-08-05,ERODE,LifeStyle,599.0,>90,Afternoon,4
Inbound,Returns,Fraudulent User,No Remark,2023-08-06 15:45:00,2023-08-06 22:04:00,2023-08-06,KANPUR,Electronics,1299.0,31-60,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 13:03:00,2023-08-06 13:17:00,2023-08-06,NEW DELHI,LifeStyle,599.0,31-60,Afternoon,4
Inbound,Returns,Return request,No Remark,2023-08-04 18:30:00,2023-08-05 07:35:00,2023-08-05,MUZAFFARPUR,Home,212.0,0-30,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 11:06:00,2023-08-06 07:47:00,2023-08-06,Unknown,Unknown,979.0,31-60,Afternoon,5
Inbound,Returns,Fraudulent User,Nice,2023-08-05 12:24:00,2023-08-05 12:34:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,"The item I ordered was a gift for my Brother and Sister in law on their special occasion. The product they received was wrong and it ruined the surprise gift element. It's truly disappointing experience as I had to return a complete wrong item delivered once and the second time also I didn't get the right item I ordered.I am hesitant to use Shopzilla service anymore. (was actually planning to buy a Samsung galaxy S23, but I don't feel like buying it from Shopzilla anymore. Maybe I'll use SuperBuy next time). Really worst experience from Shopzilla side. ",2023-08-05 23:33:00,2023-08-05 23:37:00,2023-08-05,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Order Related,Invoice request,No Remark,2023-08-06 07:45:00,2023-08-06 08:01:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Refund Related,Refund Related Issues,No Remark,2023-08-06 08:46:00,2023-08-06 08:47:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Morning,4
Inbound,Order Related,Order status enquiry,No Remark,2023-08-05 09:23:00,2023-08-05 09:28:00,2023-08-05,NAVI MUMBAI,Mobile,32999.0,0-30,Morning,5
Inbound,Feedback,UnProfessional Behaviour,Excellent ,2023-08-05 09:49:00,2023-08-05 10:02:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,Aapse baat   sir ,2023-08-05 09:55:00,2023-08-05 09:57:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Morning,5
Inbound,Product Queries,Product Specific Information,No Remark,2023-08-05 22:45:00,2023-08-05 23:36:00,2023-08-05,Unknown,Unknown,979.0,>90,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 16:51:00,2023-08-06 16:54:00,2023-08-06,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Returns,Fraudulent User,Amazing response by this girl.,2023-08-05 18:50:00,2023-08-05 18:51:00,2023-08-05,PAURI,Books & General merchandise,680.0,>90,Afternoon,5
Outcall,Product Queries,Product Specific Information,Get your technical team to work on the payment system to get it better,2023-08-05 16:42:00,2023-08-05 17:04:00,2023-08-05,Unknown,Unknown,979.0,0-30,Evening,5
Email,Returns,Fraudulent User,No Remark,2023-08-05 22:50:00,2023-08-05 22:54:00,2023-08-05,Unknown,Unknown,979.0,61-90,Evening,5
Inbound,Payments related,Payment related Queries,No Remark,2023-08-06 10:20:00,2023-08-06 10:23:00,2023-08-06,Unknown,Unknown,979.0,0-30,Morning,4
Inbound,Returns,Reverse Pickup Enquiry,I\u2019m very happy and satisfied to talk . Very good customer service I am for Shopzilla good service ,2023-08-05 09:42:00,2023-08-05 09:50:00,2023-08-05,BHANDARA,LifeStyle,789.0,>90,Morning,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 07:09:00,2023-08-06 09:12:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Installation/demo,Good ??,2023-08-06 12:37:00,2023-08-06 13:57:00,2023-08-06,Unknown,Unknown,979.0,>90,Split,5
Inbound,Returns,Wrong,No Remark,2023-08-06 15:45:00,2023-08-06 15:57:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-06 19:25:00,2023-08-06 20:09:00,2023-08-06,Unknown,Unknown,979.0,0-30,Evening,5
Inbound,Feedback,UnProfessional Behaviour,No Remark,2023-08-06 16:19:00,2023-08-06 19:37:00,2023-08-06,PALI,Books & General merchandise,330.0,31-60,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-06 18:45:00,2023-08-06 18:46:00,2023-08-06,ALIGANJ,Books & General merchandise,498.0,>90,Morning,5
Outcall,Product Queries,Product Specific Information,cancel the order and anyhow make refund,2023-08-04 22:32:00,2023-08-05 07:28:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,1
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 00:00:00,2023-08-06 00:01:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,4
Outcall,Returns,Return request,Good,2023-08-05 17:50:00,2023-08-05 20:19:00,2023-08-05,Unknown,Unknown,979.0,0-30,Afternoon,5
Inbound,Returns,Return request,No Remark,2023-08-06 16:21:00,2023-08-06 16:26:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 21:36:00,2023-08-06 21:42:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-04 18:24:00,2023-08-05 20:21:00,2023-08-05,KARNAL,LifeStyle,484.0,31-60,Evening,5
Outcall,Returns,Reverse Pickup Enquiry,No Remark,2023-08-05 15:04:00,2023-08-05 15:07:00,2023-08-05,Unknown,Unknown,979.0,0-30,Morning,1
Inbound,Refund Related,Refund Enquiry,No Remark,2023-08-06 00:03:00,2023-08-06 10:08:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Order Related,Order status enquiry,No Remark,2023-08-06 18:10:00,2023-08-06 18:11:00,2023-08-06,Unknown,Unknown,979.0,On Job Training,Evening,4
Inbound,Returns,Reverse Pickup Enquiry,No Remark,2023-08-06 09:57:00,2023-08-06 09:58:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,4
Inbound,Returns,Exchange / Replacement,No Remark,2023-08-06 10:47:00,2023-08-06 10:49:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,5
Inbound,Returns,Damaged,Very poor service experience ,2023-08-06 16:32:00,2023-08-06 23:39:00,2023-08-06,Unknown,Unknown,979.0,>90,Evening,1
Inbound,Order Related,Delayed,No Remark,2023-08-06 18:35:00,2023-08-06 19:39:00,2023-08-06,Unknown,Unknown,979.0,>90,Morning,5
Outcall,Order Related,Delayed,No Remark,2023-08-06 23:21:00,2023-08-06 23:57:00,2023-08-06,Unknown,Unknown,979.0,31-60,Evening,5
Inbound,Returns,Return request,No Remark,2023-08-05 16:11:00,2023-08-05 16:16:00,2023-08-05,Unknown,Unknown,979.0,>90,Morning,5
Inbound,Returns,Missing,No Remark,2023-08-05 20:08:00,2023-08-05 22:47:00,2023-08-05,Unknown,Unknown,979.0,On Job Training,Evening,5
